MHT_NUM,MHT,UnitNum,length_m,width_m,tot_area_m2,rkm.up,Comments
SCISL38_1441,SCISL38,1441,70.4,,,232.1779,Tom Martin Rapid; Tom Martin Ck. RB
THPOMA_1442,THPOMA,1442,89,35.7,3177.3,232.1075,
THLSMA_1443,THLSMA,1443,180.4,48.5,8749.4,232.0185,
THMSMA_1444,THMSMA,1444,167.9,76.2,12793.98,231.8381,
THLSMA_1445,THLSMA,1445,141.1,58.5,8254.35,231.6702,
THMSMA_1446,THMSMA,1446,82.3,53.3,4386.59,231.5291,
SCISL39_1447,SCISL39,1447,192.3,,,231.4468,
THPOMA_1448,THPOMA,1448,198.1,36.9,7309.89,231.2545,
SPISL09_1449,SPISL09,1449,140.2,,,231.0564,
THPOMA_1450,THPOMA,1450,100.3,38.1,3821.43,230.9162,
THLSMA_1451,THLSMA,1451,77.4,64,4953.6,230.8159,
THMSMA_1452,THMSMA,1452,131.1,40.5,5309.55,230.7385,
THPOMA_1453,THPOMA,1453,177.7,45.7,8120.89,230.6074,
SESSMA_1454,SESSMA,1454,121.9,20.4,2486.76,230.4297,
THPOMA_1455,THPOMA,1455,192,29.3,5625.6,230.3078,
THPOMA_1456,THPOMA,1456,241.1,40.2,9692.22,230.1158,
THMSMA_1457,THMSMA,1457,233.8,38.4,8977.92,229.8747,
THPOMA_1458,THPOMA,1458,134.1,33.2,4452.12,229.6409,
SCISL40_1459,SCISL40,1459,118,,,229.5068,
THMSMA_1460,THMSMA,1460,92.4,41.1,3797.64,229.3888,
THPOMA_1461,THPOMA,1461,287.7,46.3,13320.51,229.2964,
SCISL41_1462,SCISL41,1462,260.3,,,229.0087,
SCISL42_1463,SCISL42,1463,63.4,,,228.7484,
THMSMA_1464,THMSMA,1464,197.5,35.4,6991.5,228.685,
THPOMA_1465,THPOMA,1465,54.9,43.3,2377.17,228.4875,
THLSMA_1466,THLSMA,1466,54.6,36.3,1981.98,228.4326,
THPOMA_1467,THPOMA,1467,404.5,51.5,20831.75,228.378,Mill Creek RB; small SC formed by cobble bar LB (not marked)
THLSMA_1468,THLSMA,1468,91.4,54.9,5017.86,227.9735,
THPOMA_1469,THPOMA,1469,352,54.3,19113.6,227.8821,Kuntz Creek RB
THMSMA_1470,THMSMA,1470,127.4,62.8,8000.72,227.5301,
SESSMA_1471,SESSMA,1471,139.6,54.9,7664.04,227.4027,
THMSMA_1472,THMSMA,1472,51.5,28.3,1457.45,227.2631,
THPOMA_1473,THPOMA,1473,135.3,43,5817.9,227.2116,
THLSMA_1474,THLSMA,1474,109.4,46,5032.4,227.0763,
THPOMA_1475,THPOMA,1475,91.4,52.7,4816.78,226.9669,
THMSMA_1476,THMSMA,1476,182.9,36.6,6694.14,226.8755,
THLSMA_1477,THLSMA,1477,181.4,45.7,8289.98,226.6926,
THPOMA_1478,THPOMA,1478,102.4,36,3686.4,226.5112,
THLSMA_1479,THLSMA,1479,72.8,54.3,3953.04,226.4088,
THPOMA_1480,THPOMA,1480,216.7,62.5,13543.75,226.336,
SESSMA_1481,SESSMA,1481,84.1,67.7,5693.57,226.1193,
THPOMA_1482,THPOMA,1482,210.6,35.7,7518.42,226.0352,
THMSMA_1483,THMSMA,1483,235,51.5,12102.5,225.8246,Negro Creek LB mid-unit
THPOMA_1484,THPOMA,1484,321,39.9,12807.9,225.5896,
THLSMA_1485,THLSMA,1485,305.7,61.9,18922.83,225.2686,
THPOMA_1486,THPOMA,1486,135.3,61,8253.3,224.9629,
THLSMA_1487,THLSMA,1487,155.1,60.4,9368.04,224.8276,
SCISL43_1488,SCISL43,1488,70.1,,,224.6725,
THPOMA_1489,THPOMA,1489,144.8,63.1,9136.88,224.6024,
SESSMA_1490,SESSMA,1490,72.2,46,3321.2,224.4576,
THLSMA_1491,THLSMA,1491,113.4,36.9,4184.46,224.3854,
THPOMA_1492,THPOMA,1492,119.5,29.3,3501.35,224.272,
THMSMA_1493,THMSMA,1493,457.5,43.6,19947,224.1525,
SESSMA_1494,SESSMA,1494,61.9,15.5,959.45,223.695,
THPOMA_1495,THPOMA,1495,304.2,27.1,8243.82,223.6331,
SESSMA_1496,SESSMA,1496,133.2,29.3,3902.76,223.3289,
THLSMA_1497,THLSMA,1497,211.8,35.1,7434.18,223.1957,
THPOMA_1498,THPOMA,1498,112.2,45.7,5127.54,222.9839,
THLSMA_1499,THLSMA,1499,73.8,53.3,3933.54,222.8717,
SESSMA_1500,SESSMA,1500,106.7,35.1,3745.17,222.7979,
THMSMA_1501,THMSMA,1501,267,37.8,10092.6,222.6912,
THPOMA_1502,THPOMA,1502,63.1,28,1766.8,222.4242,
THMSMA_1503,THMSMA,1503,123.1,34.1,4197.71,222.3611,
THPOMA_1504,THPOMA,1504,100,36.6,3660,222.238,
THMSMA_1505,THMSMA,1505,132.6,36.9,4892.94,222.138,
THPOMA_1506,THPOMA,1506,215.5,53.6,11550.8,222.0054,
THPOMA_1507,THPOMA,1507,223.7,50.3,11252.11,221.7899,
THMSMA_1508,THMSMA,1508,221.3,51.5,11396.95,221.5662,
THLSMA_1509,THLSMA,1509,77.4,53.9,4171.86,221.3449,
THMSMA_1510,THMSMA,1510,88.4,50.6,4473.04,221.2675,
THLSMA_1511,THLSMA,1511,62.5,52.7,3293.75,221.1791,
THPOMA_1512,THPOMA,1512,216.4,59.7,12919.08,221.1166,
THLSMA_1513,THLSMA,1513,276.8,77.1,21341.28,220.9002,
THLSMA_1514,THLSMA,1514,209.1,74.1,15494.31,220.6234,
THMSMA_1515,THMSMA,1515,183.8,33.8,6212.44,220.4143,
SESSMA_1516,SESSMA,1516,121,20.4,2468.4,220.2305,
THPOMA_1517,THPOMA,1517,62.5,21.3,1331.25,220.1095,
THMSMA_1518,THMSMA,1518,103,27.1,2791.3,220.047,
SCISL44_1519,SCISL44,1519,114.3,,,219.944,
THLSMA_1520,THLSMA,1520,171,34.1,5831.1,219.8297,
THPOMA_1521,THPOMA,1521,82.3,52.4,4312.52,219.6587,
SESSMA_1522,SESSMA,1522,79.2,32.3,2558.16,219.5764,
THPOMA_1523,THPOMA,1523,378.3,30.5,11538.15,219.4972,
THMSMA_1524,THMSMA,1524,152.4,57.6,8778.24,219.1189,
THPOMA_1525,THPOMA,1525,70.1,38.1,2670.81,218.9665,
THPOMA_1526,THPOMA,1526,268.2,39.3,10540.26,218.8964,
THLSMA_1527,THLSMA,1527,204.2,72.2,14743.24,218.6282,
THMSMA_1528,THMSMA,1528,64,61,3904,218.424,
THLSMA_1529,THLSMA,1529,151.5,61.3,9286.95,218.36,
THPOMA_1530,THPOMA,1530,175,52.7,9222.5,218.2085,Walker Creek RB at bottom
THMSMA_1531,THMSMA,1531,242,46.9,11349.8,218.0335,
THLSMA_1532,THLSMA,1532,103.6,29.9,3097.64,217.7915,
THLSMA_1533,THLSMA,1533,76.8,33.8,2595.84,217.6879,
THPOMA_1534,THPOMA,1534,630,43.6,27468,217.6111,bottom below 96 bridge
SCISL45_1535,SCISL45,1535,178.3,,,216.9811,
SEMSMA_1536,SEMSMA,1536,126.2,49.1,6196.42,216.8028,
SEPOMA_1537,SEPOMA,1537,247.2,40.5,10011.6,216.6766,
SESSMA_1538,SESSMA,1538,95.1,27.1,2577.21,216.4294,
SEMSMA_1539,SEMSMA,1539,293.5,31.7,9303.95,216.3343,
RRLSMA_1540,RRLSMA,1540,117.3,42.4,4973.52,216.0408,
SEMSMA_1541,SEMSMA,1541,158.2,54.3,8590.26,215.9235,
SEPOMA_1542,SEPOMA,1542,105.8,68.3,7226.14,215.7653,
SEMSMA_1543,SEMSMA,1543,169.2,46,7783.2,215.6595,
SEPOMA_1544,SEPOMA,1544,190.5,65.5,12477.75,215.4903,
SCISL46_1545,SCISL46,1545,118.9,,,215.2998,Seiad Bar about here. RWP 12/01/2012
SEMSMA_1546,SEMSMA,1546,210.3,82.3,17307.69,215.1809,
SEPOMA_1547,SEPOMA,1547,408.1,54.9,22404.69,214.9706,
SCISL47_1548,SCISL47,1548,148.1,,,214.5625,
SESSMA_1549,SESSMA,1549,90.8,55.5,5039.4,214.4144,
SEPOMA_1550,SEPOMA,1550,462.7,46,21284.2,214.3236,
SCISL48_1551,SCISL48,1551,297.5,,,213.8609,
RRLSMA_1552,RRLSMA,1552,81.7,39.6,3235.32,213.5634,
SESSMA_1553,SESSMA,1553,82.3,52.1,4287.83,213.4817,
SEPOMA_1554,SEPOMA,1554,28,37.8,1058.4,213.3994,
SEMSMA_1555,SEMSMA,1555,421.2,31.4,13225.68,213.3714,Grider Creek RB top
SEPOMA_1556,SEPOMA,1556,229.2,39.6,9076.32,212.9502,Seiad Creek LB top
SCISL49_1557,SCISL49,1557,144.2,,,212.721,
SESSMA_1558,SESSMA,1558,79.6,26.5,2109.4,212.5768,
BBMSMA_1559,BBMSMA,1559,488.3,25.9,12646.97,212.4972,
BBPOMA_1560,BBPOMA,1560,277.7,45.7,12690.89,212.0089,
BBMSMA_1561,BBMSMA,1561,495.6,43.6,21608.16,211.7312,
BBPOMA_1562,BBPOMA,1562,105.5,34.1,3597.55,211.2356,
BBLSMA_1563,BBLSMA,1563,103.3,31.7,3274.61,211.1301,
BBPOMA_1564,BBPOMA,1564,416.7,32.9,13709.43,211.0268,
BBPOMA_1565,BBPOMA,1565,145.4,50.9,7400.86,210.6101,
BBLSMA_1566,BBLSMA,1566,190.5,50,9525,210.4647,
BBPOMA_1567,BBPOMA,1567,138.1,52.1,7195.01,210.2742,
BBPOMA_1568,BBPOMA,1568,164.6,60.7,9991.22,210.1361,
BBPOMA_1569,BBPOMA,1569,286.2,49.1,14052.42,209.9715,
BBLSMA_1570,BBLSMA,1570,171.6,44.2,7584.72,209.6853,
SESSMA_1571,SESSMA,1571,93,30.2,2808.6,209.5137,
THMSMA_1572,THMSMA,1572,116.4,32.6,3794.64,209.4207,
SPISL10_1573,SPISL10,1573,462.1,,,209.3043,USGS 11520500 KLAMATH R NR SEIAD VALLEY CA
SESSMA_1574,SESSMA,1574,139,23.8,3308.2,208.8422,
THPOMA_1575,THPOMA,1575,210,40.8,8568,208.7032,
THLSMA_1576,THLSMA,1576,244.5,49.1,12004.95,208.4932,
THPOMA_1577,THPOMA,1577,88.4,51.5,4552.6,208.2487,Portuguese Creek access LB mid-unit
THLSMA_1578,THLSMA,1578,100.9,38.4,3874.56,208.1603,
THPOMA_1579,THPOMA,1579,100.3,47.2,4734.16,208.0594,
THLSMA_1580,THLSMA,1580,77.7,42.7,3317.79,207.9591,
THPOMA_1581,THPOMA,1581,137.8,30.2,4161.56,207.8814,
SESSMA_1582,SESSMA,1582,71.6,29,2076.4,207.7436,
THMSMA_1583,THMSMA,1583,202.1,20.1,4062.21,207.672,
THPOMA_1584,THPOMA,1584,148.7,32.6,4847.62,207.4699,
SESSMA_1585,SESSMA,1585,105.8,42.7,4517.66,207.3212,
THPOMA_1586,THPOMA,1586,111.9,35.4,3961.26,207.2154,
THPOMA_1587,THPOMA,1587,292,37.5,10950,207.1035,
THLSMA_1588,THLSMA,1588,154.5,70.1,10830.45,206.8115,
THPOMA_1589,THPOMA,1589,407.2,48.8,19871.36,206.657,
THLSMA_1590,THLSMA,1590,197.5,34.7,6853.25,206.2498,
THPOMA_1591,THPOMA,1591,231.7,43.9,10171.63,206.0523,
THMSMA_1592,THMSMA,1592,267,57,15219,205.8206,
THLSMA_1593,THLSMA,1593,175.6,53.3,9359.48,205.5536,
THMSMA_1594,THMSMA,1594,91.4,58.2,5319.48,205.378,
SESSMA_1595,SESSMA,1595,85,18.9,1606.5,205.2866,
THPOMA_1596,THPOMA,1596,70.7,16.8,1187.76,205.2016,
THMSMA_1597,THMSMA,1597,67.1,26.8,1798.28,205.1309,
THPOMA_1598,THPOMA,1598,73.2,46,3367.2,205.0638,
THMSMA_1599,THMSMA,1599,54.6,21.9,1195.74,204.9906,
THPOMA_1600,THPOMA,1600,94.8,43.3,4104.84,204.936,
THMSMA_1601,THMSMA,1601,64.6,26.5,1711.9,204.8412,
THPOMA_1602,THPOMA,1602,108.2,36.3,3927.66,204.7766,
THMSMA_1603,THMSMA,1603,275.2,50.9,14007.68,204.6684,
THLSMA_1604,THLSMA,1604,118.3,44.5,5264.35,204.3932,
THMSMA_1605,THMSMA,1605,133.8,41.1,5499.18,204.2749,
THPOMA_1606,THPOMA,1606,270.1,39,10533.9,204.1411,
SPISL11_1607,SPISL11,1607,125,,,203.871,
SESSMA_1608,SESSMA,1608,61,33.5,2043.5,203.746,Goffer Rapid.
BBPOMA_1609,BBPOMA,1609,66.4,22.9,1520.56,203.685,
BBPOMA_1610,BBPOMA,1610,124.1,26.8,3325.88,203.6186,
BBLSMA_1611,BBLSMA,1611,51.8,36.6,1895.88,203.4945,
BBMSMA_1612,BBMSMA,1612,66.1,16.2,1070.82,203.4427,
BBPOMA_1613,BBPOMA,1613,33.5,23.5,787.25,203.3766,
BBMSMA_1614,BBMSMA,1614,27.1,21.3,577.23,203.3431,Otters Playpen.
BBPOMA_1615,BBPOMA,1615,29.6,18.6,550.56,203.316,
SESSMA_1616,SESSMA,1616,62.2,23.2,1443.04,203.2864,
BBPOMA_1617,BBPOMA,1617,59.7,27.1,1617.87,203.2242,
BBPOMA_1618,BBPOMA,1618,84.4,16.8,1417.92,203.1645,
SESSMA_1619,SESSMA,1619,86,12.2,1049.2,203.0801,
BBPOMA_1620,BBPOMA,1620,37.8,12.8,483.84,202.9941,
BBMSMA_1621,BBMSMA,1621,42.4,9.4,398.56,202.9563,
BBPOMA_1622,BBPOMA,1622,68.3,13.7,935.71,202.9139,
BBLSMA_1623,BBLSMA,1623,42.7,25,1067.5,202.8456,
BBPOMA_1624,BBPOMA,1624,387.4,25,9685,202.8029,
BBPOMA_1625,BBPOMA,1625,166.7,34.1,5684.47,202.4155,
BBLSMA_1626,BBLSMA,1626,275.5,42.7,11763.85,202.2488,
BBPOMA_1627,BBPOMA,1627,41.8,42.1,1759.78,201.9733,
BBLSMA_1628,BBLSMA,1628,103.3,54.9,5671.17,201.9315,
BBPOMA_1629,BBPOMA,1629,166.7,44.5,7418.15,201.8282,
BBMSMA_1630,BBMSMA,1630,234.7,38.1,8942.07,201.6615,
BBLSMA_1631,BBLSMA,1631,40.8,53,2162.4,201.4268,
BBPOMA_1632,BBPOMA,1632,39.3,61.6,2420.88,201.386,
BBPOMA_1633,BBPOMA,1633,93.9,28.3,2657.37,201.3467,
BBPOMA_1634,BBPOMA,1634,143,36,5148,201.2528,Thompson Cr. LB at top.
BBLSMA_1635,BBLSMA,1635,133.2,42.7,5687.64,201.1098,
BBPOMA_1636,BBPOMA,1636,34.1,50.6,1725.46,200.9766,
BBLSMA_1637,BBLSMA,1637,155.1,50.3,7801.53,200.9425,
BBPOMA_1638,BBPOMA,1638,261.5,48.2,12604.3,200.7874,
BBLSMA_1639,BBLSMA,1639,184.7,39.3,7258.71,200.5259,
BBPOMA_1640,BBPOMA,1640,128.9,36.3,4679.07,200.3412,
BBPOMA_1641,BBPOMA,1641,353.9,61.6,21800.24,200.2123,
SCISL50_1642,SCISL50,1642,184.7,,,199.8584,
BBPOMA_1643,BBPOMA,1643,256.3,41.5,10636.45,199.6737,
BBMSMA_1644,BBMSMA,1644,117,62.8,7347.6,199.4174,
SESSMA_1645,SESSMA,1645,71,28.3,2009.3,199.3004,
BBLSMA_1646,BBLSMA,1646,54.9,49.1,2695.59,199.2294,
BBPOMA_1647,BBPOMA,1647,96.9,43.3,4195.77,199.1745,
BBMSMA_1648,BBMSMA,1648,86.3,46.9,4047.47,199.0776,
BBPOMA_1649,BBPOMA,1649,131.7,44.5,5860.65,198.9913,
BBMSMA_1650,BBMSMA,1650,104.2,50.6,5272.52,198.8596,
BBPOMA_1651,BBPOMA,1651,114,44.8,5107.2,198.7554,
BBLSMA_1652,BBLSMA,1652,152.4,36.9,5623.56,198.6414,
BBMSMA_1653,BBMSMA,1653,44.2,39.3,1737.06,198.489,
BBPOMA_1654,BBPOMA,1654,41.8,36.9,1542.42,198.4448,
SESSMA_1655,SESSMA,1655,50.9,24.7,1257.23,198.403,
BBPOMA_1656,BBPOMA,1656,47.2,24.4,1151.68,198.3521,
BBPOMA_1657,BBPOMA,1657,75.6,35.7,2698.92,198.3049,
BBLSMA_1658,BBLSMA,1658,89.6,31.4,2813.44,198.2293,
BBPOMA_1659,BBPOMA,1659,178.3,21.6,3851.28,198.1397,
BBPOMA_1660,BBPOMA,1660,73.8,24.1,1778.58,197.9614,
BBMSMA_1661,BBMSMA,1661,57.6,24.1,1388.16,197.8876,
BBPOMA_1662,BBPOMA,1662,325.8,33.8,11012.04,197.83,
BBMSMA_1663,BBMSMA,1663,83.5,27.7,2312.95,197.5042,
BBPOMA_1664,BBPOMA,1664,49.1,29,1423.9,197.4207,
BBMSMA_1665,BBMSMA,1665,57,25.9,1476.3,197.3716,
BBPOMA_1666,BBPOMA,1666,73.8,37.2,2745.36,197.3146,
SESSMA_1667,SESSMA,1667,128,16.2,2073.6,197.2408,
BBPOMA_1668,BBPOMA,1668,67.1,32,2147.2,197.1128,
BBPOMA_1669,BBPOMA,1669,317.6,24.7,7844.72,197.0457,
BBMSMA_1670,BBMSMA,1670,78,34.7,2706.6,196.7281,
BBPOMA_1671,BBPOMA,1671,245.7,44.2,10859.94,196.6501,
BBMSMA_1672,BBMSMA,1672,147.2,31.7,4666.24,196.4044,
BBPOMA_1673,BBPOMA,1673,91.1,29.9,2723.89,196.2572,
BBLSMA_1674,BBLSMA,1674,69.8,36,2512.8,196.1661,
BBMSMA_1675,BBMSMA,1675,85.3,37.8,3224.34,196.0963,
SESSMA_1676,SESSMA,1676,51.2,22.6,1157.12,196.011,
BBPOMA_1677,BBPOMA,1677,61,32,1952,195.9598,
BBLSMA_1678,BBLSMA,1678,83.5,20.1,1678.35,195.8988,
BBPOMA_1679,BBPOMA,1679,234.7,23.5,5515.45,195.8153,
BBLSMA_1680,BBLSMA,1680,79.6,27.1,2157.16,195.5806,
BBPOMA_1681,BBPOMA,1681,945.8,22.6,21375.08,195.501,
BBLSMA_1682,BBLSMA,1682,224.3,24.4,5472.92,194.5552,
BBPOMA_1683,BBPOMA,1683,1149.7,28.3,32536.51,194.3309,China Pt. at bottom; good spawning area.
SEMSMA_1684,SEMSMA,1684,104.5,41.5,4336.75,193.1812,
SEPOMA_1685,SEPOMA,1685,34.1,33.2,1132.12,193.0767,
SEPOMA_1686,SEPOMA,1686,52.4,37.8,1980.72,193.0426,
RRLSMA_1687,RRLSMA,1687,94.8,38.4,3640.32,192.9902,
SEPOMA_1688,SEPOMA,1688,82.3,43.6,3588.28,192.8954,
RRLSMA_1689,RRLSMA,1689,166.1,35.1,5830.11,192.8131,
SEMSMA_1690,SEMSMA,1690,97.5,29.9,2915.25,192.647,
SEPOMA_1691,SEPOMA,1691,98.8,29.9,2954.12,192.5495,
SEPOMA_1692,SEPOMA,1692,144.5,50.3,7268.35,192.4507,
SEMSMA_1693,SEMSMA,1693,64,23.8,1523.2,192.3062,
SEPOMA_1694,SEPOMA,1694,52.1,36.9,1922.49,192.2422,
SEMSMA_1695,SEMSMA,1695,378,32.9,12436.2,192.1901,
SEPOMA_1696,SEPOMA,1696,114.9,30.5,3504.45,191.8121,
SEPOMA_1697,SEPOMA,1697,160,50.3,8048,191.6972,
RRLSMA_1698,RRLSMA,1698,91.7,43.3,3970.61,191.5372,
SEPOMA_1699,SEPOMA,1699,64.9,45.4,2946.46,191.4455,
SCISL51_1700,SCISL51,1700,62.2,,,191.3806,
SEPOMA_1701,SEPOMA,1701,183.8,45.7,8399.66,191.3184,
RRLSMA_1702,RRLSMA,1702,97.5,36,3510,191.1346,
SEPOMA_1703,SEPOMA,1703,182.6,33.2,6062.32,191.0371,
RRLSMA_1704,RRLSMA,1704,88.7,66.8,5925.16,190.8545,
SEMSMA_1705,SEMSMA,1705,197.2,60.4,11910.88,190.7658,
SEPOMA_1706,SEPOMA,1706,59.4,45.1,2678.94,190.5686,
SEPOMA_1707,SEPOMA,1707,104.2,48.2,5022.44,190.5092,
SEPOMA_1708,SEPOMA,1708,837.6,43.9,36770.64,190.405,
SCISL52_1709,SCISL52,1709,221,,,189.5674,
SEPOMA_1710,SEPOMA,1710,821.4,51.2,42055.68,189.3464,
SEMSMA_1711,SEMSMA,1711,257.3,40.8,10497.84,188.525,
RRLSMA_1712,RRLSMA,1712,95.7,50,4785,188.2677,
SEPOMA_1713,SEPOMA,1713,220.7,59.4,13109.58,188.172,
SEPOMA_1714,SEPOMA,1714,134.1,56.1,7523.01,187.9513,
SCISL53_1715,SCISL53,1715,153.9,,,187.8172,
SEPOMA_1716,SEPOMA,1716,245.1,56.4,13823.64,187.6633,
SCISL54_1717,SCISL54,1717,90.2,,,187.4182,
SEMSMA_1718,SEMSMA,1718,356,29.9,10644.4,187.328,
SCISL55_1719,SCISL55,1719,105.2,,,186.972,
SEMSMA_1720,SEMSMA,1720,104.2,81.1,8450.62,186.8668,
RRLSMA_1721,RRLSMA,1721,225.6,61.3,13829.28,186.7626,
SEMSMA_1722,SEMSMA,1722,67.7,66.4,4495.28,186.537,
SEPOMA_1723,SEPOMA,1723,76.2,82.3,6271.26,186.4693,
SEPOMA_1724,SEPOMA,1724,192.9,54.6,10532.34,186.3931,
SEPOMA_1725,SEPOMA,1725,143.6,75.3,10813.08,186.2002,
RRLSMA_1726,RRLSMA,1726,121.9,53.3,6497.27,186.0566,
SCISL56_1727,SCISL56,1727,125.9,,,185.9347,
SEMSMA_1728,SEMSMA,1728,154.2,89.9,13862.58,185.8088,
SEMSMA_1729,SEMSMA,1729,44.5,39.9,1775.55,185.6546,
SEPOMA_1730,SEPOMA,1730,126.5,76.2,9639.3,185.6101,
RRLSMA_1731,RRLSMA,1731,129.5,78.6,10178.7,185.4836,
SEPOMA_1732,SEPOMA,1732,118.9,39,4637.1,185.3541,
SCISL57_1733,SCISL57,1733,138.1,,,185.2352,
SEPOMA_1734,SEPOMA,1734,106.7,40.8,4353.36,185.0971,
RRLSMA_1735,RRLSMA,1735,339.9,68,23113.2,184.9904,
RRLSMA_1736,RRLSMA,1736,130.5,78.6,10257.3,184.6505,
SEPOMA_1737,SEPOMA,1737,114.3,79.9,9132.57,184.52,
SEMSMA_1738,SEMSMA,1738,86.3,40.5,3495.15,184.4057,
SEPOMA_1739,SEPOMA,1739,59.7,21.3,1271.61,184.3194,
SEPOMA_1740,SEPOMA,1740,426.1,45.1,19217.11,184.2597,
SEMSMA_1741,SEMSMA,1741,153.3,66.8,10240.44,183.8336,
SEPOMA_1742,SEPOMA,1742,96,49.7,4771.2,183.6803,
SEPOMA_1743,SEPOMA,1743,99.7,52.4,5224.28,183.5843,
RRLSMA_1744,RRLSMA,1744,160,53,8480,183.4846,
SEMSMA_1745,SEMSMA,1745,98.1,46.6,4571.46,183.3246,
SEPOMA_1746,SEPOMA,1746,228.6,50.9,11635.74,183.2265,
SEMSMA_1747,SEMSMA,1747,271.9,36.3,9869.97,182.9979,
SEPOMA_1748,SEPOMA,1748,160.3,28,4488.4,182.726,
RRLSMA_1749,RRLSMA,1749,91.4,39,3564.6,182.5657,
SEPOMA_1750,SEPOMA,1750,118.9,48.8,5802.32,182.4743,
SEPOMA_1751,SEPOMA,1751,255.1,67.7,17270.27,182.3554,
RRLSMA_1752,RRLSMA,1752,76.5,75.6,5783.4,182.1003,
SEPOMA_1753,SEPOMA,1753,107,62.5,6687.5,182.0238,
SEPOMA_1754,SEPOMA,1754,275.2,46.3,12741.76,181.9168,
SEPOMA_1755,SEPOMA,1755,363.6,44.8,16289.28,181.6416,
SPISL12_1756,SPISL12,1756,547.4,,,181.278,
SEMSMA_1757,SEMSMA,1757,137.2,56.4,7738.08,180.7306,
RRLSMA_1758,RRLSMA,1758,187.1,48.2,9018.22,180.5934,
RRLSMA_1759,RRLSMA,1759,73.2,48.8,3572.16,180.4063,
SCISL58_1760,SCISL58,1760,117.7,,,180.3331,
SEPOMA_1761,SEPOMA,1761,269.1,41.5,11167.65,180.2154,
SEMSMA_1762,SEMSMA,1762,53,75.6,4006.8,179.9463,
SEPOMA_1763,SEPOMA,1763,75.3,29,2183.7,179.8933,
RRLSMA_1764,RRLSMA,1764,412.1,44.5,18338.45,179.818,
SEPOMA_1765,SEPOMA,1765,664.8,43.6,28985.28,179.4059,Cade Cr. LB at top; thermal refugia--lots of fish at creek inflow.
SEMSMA_1766,SEMSMA,1766,239.9,54.9,13170.51,178.7411,
SEPOMA_1767,SEPOMA,1767,244.1,31.1,7591.51,178.5012,
SEMSMA_1768,SEMSMA,1768,74.1,25.3,1874.73,178.2571,
SEPOMA_1769,SEPOMA,1769,499.3,32,15977.6,178.183,
RRLSMA_1770,RRLSMA,1770,159.7,70.1,11194.97,177.6837,
SEPOMA_1771,SEPOMA,1771,328.3,64,21011.2,177.524,
RRLSMA_1772,RRLSMA,1772,139.3,73.8,10280.34,177.1957,
SEMSMA_1773,SEMSMA,1773,176.2,53,9338.6,177.0564,
RRLSMA_1774,RRLSMA,1774,216.4,47.9,10365.56,176.8802,
SEPOMA_1775,SEPOMA,1775,643.1,51.2,32926.72,176.6638,
RRLSMA_1776,RRLSMA,1776,119.8,51.8,6205.64,176.0207,
SEMSMA_1777,SEMSMA,1777,128.3,53,6799.9,175.9009,
SEPOMA_1778,SEPOMA,1778,224.9,75.9,17069.91,175.7726,
SCISL59_1779,SCISL59,1779,81.1,,,175.5477,
SEMSMA_1780,SEMSMA,1780,61,45.7,2787.7,175.4666,Indian Cr. Bridge at bottom.
RRLSMA_1781,RRLSMA,1781,172.2,43.9,7559.58,175.4056,power lines cross over; pocket water; Indian Cr. LB (74.4 degrees F.).
SEPOMA_1782,SEPOMA,1782,634.9,51.5,32697.35,175.2334,
SESSMA_1783,SESSMA,1783,173.1,31.7,5487.27,174.5985,
SEPOMA_1784,SEPOMA,1784,543.5,43.6,23696.6,174.4254,
SEMSMA_1785,SEMSMA,1785,363,31.4,11398.2,173.8819,Little Grider Cr. LB.
SEPOMA_1786,SEPOMA,1786,771.2,64.9,50050.88,173.5189,Elk Cr. RB; lots of fish at mouth (juvenile chinook;steelhead; and 2 summer run adults; long tailout; another small trib. LB mid-unit.
SEMSMA_1787,SEMSMA,1787,228,80.8,18422.4,172.7477,
RRLSMA_1788,RRLSMA,1788,80.5,30.8,2479.4,172.5197,
SEPOMA_1789,SEPOMA,1789,66.8,39.3,2625.24,172.4392,
SCISL60_1790,SCISL60,1790,473.1,,,172.3724,
SEMSMA_1791,SEMSMA,1791,288.3,38.7,11157.21,171.8993,
RRLSMA_1792,RRLSMA,1792,166.4,53.3,8869.12,171.611,
SCISL61_1793,SCISL61,1793,162.2,,,171.4446,
SBPOMA_1794,SBPOMA,1794,33.2,32.9,1092.28,171.2824,
SBMSMA_1795,SBMSMA,1795,110.6,39.9,4412.94,171.2492,
SBPOMA_1796,SBPOMA,1796,338.9,27.1,9184.19,171.1386,
SBMSMA_1797,SBMSMA,1797,77.1,46.9,3615.99,170.7997,
SBSSMA_1798,SBSSMA,1798,78.6,35.7,2806.02,170.7226,
SBPOMA_1799,SBPOMA,1799,274.9,48.5,13332.65,170.644,
SBLSMA_1800,SBLSMA,1800,74.4,35.7,2656.08,170.3691,
SBSSMA_1801,SBSSMA,1801,154.5,28.7,4434.15,170.2947,
SBPOMA_1802,SBPOMA,1802,235.3,39.6,9317.88,170.1402,
SBMSMA_1803,SBMSMA,1803,82.9,32.9,2727.41,169.9049,
SBPOMA_1804,SBPOMA,1804,159.4,49.7,7922.18,169.822,
SBMSMA_1805,SBMSMA,1805,88.4,32.6,2881.84,169.6626,
SBPOMA_1806,SBPOMA,1806,218.2,39.3,8575.26,169.5742,
SBMSMA_1807,SBMSMA,1807,91.4,31.4,2869.96,169.356,
